pick_date,parlay_rank,bet_status,parlay_lock_rule,earliest_minutes_to_game,leg1_player,leg1_team,leg1_opponent,leg1_odds,leg1_probability,leg1_lineup_slot,leg1_projected_pa,leg2_player,leg2_team,leg2_opponent,leg2_odds,leg2_probability,leg2_lineup_slot,leg2_projected_pa,combined_decimal_odds,combined_american_odds,parlay_probability,parlay_ev_per_dollar,recommended_stake,expected_profit,confidence,parlay_score,selection_pool,correlation_note,why_sharpie_likes_it,sharpie_concern,actual_leg1_hit,actual_leg2_hit,actual_parlay_hit,profit
2026-05-31,1,Forced Top 3 Test,Parlay game-time check unavailable; keep as watchlist until start times refresh.,,Wilyer Abreu,BOS,CLE,-178.0,0.673216584391126,3.0,4.38,Yordan Alvarez,HOU,MIL,-171.0,0.6953475942087306,2.0,4.42,2.475129771995532,148,0.4681195323377883,0.15865659134188492,10.0,1.5865659134188492,Medium,80.63402639783368,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: Wilyer Abreu and Yordan Alvarez both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +148 with modeled success near 46.8%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",1.0,0.0,0.0,-10.0
2026-06-01,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-53283 minutes to first pitch).,-53282.7,Dillon Dingler,DET,TB,-173.0,0.6790037906969871,2.0,4.5,Kevin McGonigle,DET,TB,-208.0,0.6851191567454245,1.0,4.62,2.336705202312139,134,0.41867865405833987,-0.021671410964832938,10.0,-0.21671410964832938,Watchlist,56.140364687600496,Sharpie Top 3 Only,"Same-team parlay: higher upside if the lineup rolls, but shared pitcher/weather downside gets a haircut.","Sharpie Top 3 Only: Dillon Dingler and Kevin McGonigle both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +134 with modeled success near 41.9%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Same-team parlay: higher upside if the lineup rolls, but shared pitcher/weather downside gets a haircut.",1.0,1.0,1.0,13.367052023121389
2026-06-02,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-51818 minutes to first pitch).,-51817.7,Ben Rice,NYY,CLE,-176.0,0.6916348236542255,1.0,4.54,JJ Bleday,CIN,KC,-201.0,0.6942251699709554,2.0,4.42,2.348371777476255,135,0.48015030300918643,0.12757142053344572,10.0,1.2757142053344572,Medium,76.36766326398762,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: Ben Rice and JJ Bleday both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +135 with modeled success near 48.0%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",1.0,0.0,0.0,-10.0
2026-06-03,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-50738 minutes to first pitch).,-50737.7,Chase DeLauter,CLE,NYY,-188.0,0.6742968107927251,3.0,4.38,James Wood,WSH,MIA,-180.0,0.6952010384576526,1.0,4.54,2.382978723404255,138,0.46877184309178577,0.11707332821872352,10.0,1.1707332821872352,Medium,74.52136183829735,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: Chase DeLauter and James Wood both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +138 with modeled success near 46.9%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",0.0,0.0,0.0,-10.0
2026-06-05,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-47523 minutes to first pitch).,-47522.7,Bryce Harper,PHI,CWS,-209.0,0.6884105106285626,3.0,4.3,Wilyer Abreu,BOS,NYY,-202.0,0.6829379807975702,3.0,4.38,2.210384196314368,121,0.47014168408849477,0.039193748537831086,10.0,0.39193748537831086,Watchlist,63.829292739977745,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: Bryce Harper and Wilyer Abreu both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +121 with modeled success near 47.0%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",1.0,1.0,1.0,12.103841963143683
2026-06-06,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-46348 minutes to first pitch).,-46347.7,Andrés Chaparro,WSH,AZ,-148.0,0.6564238541453294,3.0,4.38,JJ Bleday,CIN,STL,-200.0,0.6926304098537067,2.0,4.5,2.5135135135135136,151,0.45465912313442935,0.1427918500405927,10.0,1.427918500405927,Medium,80.10532362346933,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: Andrés Chaparro and JJ Bleday both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +151 with modeled success near 45.5%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",0.0,1.0,0.0,-10.0
2026-06-07,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-44948 minutes to first pitch).,-44947.7,Miguel Vargas,CWS,PHI,-214.0,0.6913088360143416,2.0,4.5,Taylor Ward,BAL,TOR,-166.0,0.6483035398786714,1.0,4.62,2.351199189280486,135,0.4481779655375016,0.0537556692251514,10.0,0.537556692251514,Watchlist,62.748024510140255,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: Miguel Vargas and Taylor Ward both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +135 with modeled success near 44.8%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",1.0,1.0,1.0,13.511991892804861
2026-06-08,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-43176 minutes to first pitch).,-43175.7,James Wood,WSH,SF,-203.0,0.7039461181920533,1.0,4.62,Kyle Schwarber,PHI,TOR,-201.0,0.6805179920669041,1.0,4.62,2.2352032938754505,124,0.4790479988753477,0.07076966501062032,10.0,0.7076966501062032,Watchlist,69.61032642233637,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: James Wood and Kyle Schwarber both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +124 with modeled success near 47.9%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",1.0,1.0,1.0,12.352032938754505
2026-06-10,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-40653 minutes to first pitch).,-40652.7,Ben Rice,NYY,CLE,-179.0,0.6813251630656127,2.0,4.5,James Wood,WSH,SF,-205.0,0.68384002965752,1.0,4.62,2.318980787573239,132,0.4659174197172033,0.08045354491989143,10.0,0.8045354491989143,Medium,70.65957387219338,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: Ben Rice and James Wood both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +132 with modeled success near 46.6%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",1.0,1.0,1.0,13.189807875732388
2026-06-12,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-37386 minutes to first pitch).,-37385.7,Ben Rice,NYY,TOR,-212.0,0.6894115008659355,2.0,4.5,Sam Antonacci,CWS,LAD,-213.0,0.7093612855106487,1.0,4.54,2.162636194525645,116,0.4890418285000857,0.05761955895128845,10.0,0.5761955895128845,Watchlist,67.99488389013484,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: Ben Rice and Sam Antonacci both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +116 with modeled success near 48.9%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",0.0,1.0,0.0,-10.0
2026-06-13,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-36158 minutes to first pitch).,-36157.7,James Wood,WSH,SEA,-221.0,0.701440486725711,1.0,4.54,Sam Antonacci,CWS,LAD,-180.0,0.7002337057880077,1.0,4.54,2.2594268476621417,126,0.49117227140968844,0.10976781685024628,10.0,1.0976781685024628,Medium,77.35884068370282,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: James Wood and Sam Antonacci both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +126 with modeled success near 49.1%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",1.0,0.0,0.0,-10.0
2026-06-14,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-34866 minutes to first pitch).,-34865.7,Ben Rice,NYY,TOR,-210.0,0.7262291715582372,2.0,4.5,Sam Antonacci,CWS,LAD,-203.0,0.6919155234403433,1.0,4.54,2.2033779028852924,120,0.5024892373763646,0.10717368207276423,10.0,1.0717368207276423,Medium,75.89161482362195,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: Ben Rice and Sam Antonacci both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +120 with modeled success near 50.2%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",1.0,1.0,1.0,12.033779028852924
2026-06-15,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-33123 minutes to first pitch).,-33122.7,Kyle Schwarber,PHI,MIA,-195.0,0.6864457573313011,1.0,4.54,Max Muncy (ATH),ATH,PIT,-183.0,0.6584852459734293,5.0,4.07,2.3394983886787166,134,0.45201440336371873,0.05748696832899147,10.0,0.5748696832899147,Watchlist,64.38970506835946,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: Kyle Schwarber and Max Muncy (ATH) both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +134 with modeled success near 45.2%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",1.0,1.0,1.0,13.394983886787166
2026-06-16,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-31658 minutes to first pitch).,-31657.7,Sam Antonacci,CWS,NYY,-188.0,0.6974235925394745,1.0,4.62,Trevor Larnach,MIN,TEX,-153.0,0.621493285905525,1.0,4.62,2.5331664580725906,153,0.433444080195394,0.09798600540109814,10.0,0.9798600540109814,Medium,68.1396861537874,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: Sam Antonacci and Trevor Larnach both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +153 with modeled success near 43.3%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",1.0,1.0,1.0,15.331664580725906
2026-06-17,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-30513 minutes to first pitch).,-30512.7,Mike Trout,LAA,AZ,-184.0,0.6774772206484865,2.0,4.5,Yordan Alvarez,HOU,DET,-229.0,0.719315156271244,2.0,4.42,2.217486235048415,122,0.48731963284097407,0.08062457789370758,10.0,0.8062457789370758,Medium,73.17483208823894,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: Mike Trout and Yordan Alvarez both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +122 with modeled success near 48.7%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",1.0,1.0,1.0,12.174862350484151
2026-06-18,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-29073 minutes to first pitch).,-29072.7,Brice Turang,MIL,CLE,-166.0,0.6547749603308479,3.0,4.3,J.P. Crawford,SEA,BAL,-192.0,0.6716786730959321,1.0,4.54,2.4369979919678717,144,0.43979837653146553,0.07178776047791136,10.0,0.7178776047791136,Watchlist,69.96466240499372,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: Brice Turang and J.P. Crawford both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +144 with modeled success near 44.0%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",0.0,0.0,0.0,-10.0
2026-06-19,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-27363 minutes to first pitch).,-27362.7,James Wood,WSH,TB,-222.0,0.6995304637008999,1.0,4.62,Randal Grichuk,CWS,DET,-159.0,0.6410552642947003,2.0,4.5,2.3626834381551363,136,0.4484376862899746,0.05951629444193163,10.0,0.5951629444193163,Watchlist,64.34226748449139,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: James Wood and Randal Grichuk both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +136 with modeled success near 44.8%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",0.0,1.0,0.0,-10.0
2026-06-20,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-26073 minutes to first pitch).,-26072.7,Brice Turang,MIL,ATL,-180.0,0.6681288845319233,2.0,4.5,Taylor Ward,BAL,LAD,-148.0,0.6401622205212331,1.0,4.62,2.6066066066066065,161,0.42771087031633054,0.11487398028400875,10.0,1.1487398028400875,Medium,70.42715895054401,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: Brice Turang and Taylor Ward both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +161 with modeled success near 42.8%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",0.0,1.0,0.0,-10.0
2026-06-21,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-24788 minutes to first pitch).,-24787.7,Ben Rice,NYY,CIN,-202.0,0.6984852381588554,1.0,4.54,JJ Bleday,CIN,NYY,-183.0,0.6889018503368245,2.0,4.5,2.312016447546394,131,0.45231650662055745,0.04576320280345625,10.0,0.4576320280345625,Watchlist,64.23847574378465,Sharpie Top 3 Only,Same-game or shared-opponent exposure: slight correlation haircut applied.,"Sharpie Top 3 Only: Ben Rice and JJ Bleday both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +131 with modeled success near 45.2%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Same-game or shared-opponent exposure: slight correlation haircut applied.",1.0,0.0,0.0,-10.0
2026-06-22,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-23043 minutes to first pitch).,-23042.7,Maikel Garcia,KC,TB,-182.0,0.6575535417563043,2.0,4.5,Yordan Alvarez,HOU,TOR,-236.0,0.7209932595688123,2.0,4.5,2.2059973924380705,121,0.474091671411895,0.04584499091124694,10.0,0.4584499091124694,Watchlist,65.27091608995734,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: Maikel Garcia and Yordan Alvarez both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +121 with modeled success near 47.4%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",1.0,1.0,1.0,12.059973924380705
2026-06-23,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-21598 minutes to first pitch).,-21597.7,James Wood,WSH,PHI,-184.0,0.6791963944944095,1.0,4.54,Taylor Ward,BAL,LAA,-204.0,0.6832363792702416,1.0,4.62,2.3000852514919012,130,0.464051685387763,0.06735843749035342,10.0,0.6735843749035342,Watchlist,69.21946172617875,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: James Wood and Taylor Ward both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +130 with modeled success near 46.4%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",0.0,0.0,0.0,-10.0
2026-06-24,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-20163 minutes to first pitch).,-20162.7,Ben Rice,NYY,DET,-201.0,0.7039035906549361,2.0,4.5,Yordan Alvarez,HOU,TOR,-215.0,0.7161981938019972,2.0,4.5,2.1940298507462686,119,0.5041344802378057,0.10608609843220052,10.0,1.0608609843220052,Medium,79.89802345986645,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: Ben Rice and Yordan Alvarez both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +119 with modeled success near 50.4%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",1.0,0.0,0.0,-10.0
2026-06-25,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-19088 minutes to first pitch).,-19087.7,Brandon Lowe,PIT,SEA,-173.0,0.6657720684456312,2.0,4.42,James Wood,WSH,PHI,-192.0,0.6746429488709992,1.0,4.54,2.39992774566474,140,0.44915843153210533,0.07794778203315611,10.0,0.7794778203315611,Watchlist,62.735868410562986,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: Brandon Lowe and James Wood both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +140 with modeled success near 44.9%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",1.0,0.0,0.0,-10.0
2026-06-26,1,Forced Top 3 Test,HOLD until earliest leg reaches 60-minute parlay window (-17283 minutes to first pitch).,-17282.7,Max Muncy (ATH),ATH,LAA,-152.0,0.6677730607149086,5.0,4.15,Yordan Alvarez,HOU,DET,-272.0,0.7427878117598993,2.0,4.5,2.267414860681115,127,0.4960136905206373,0.12466881298777654,10.0,1.2466881298777654,Medium,79.68783963522226,Sharpie Top 3 Only,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3 Only: Max Muncy (ATH) and Yordan Alvarez both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +127 with modeled success near 49.6%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",1.0,0.0,0.0,-10.0
